순위,영화명,개봉일,매출액,가중치,매출액 점유율,관객수,스크린수,상영횟수,대표국적,제작국적,배급사,"장르","등급","러닝타임","수상횟수","관람평점","남자 평점","여자 평점"
44,놉,2022-08-17,"4,709,541,135","34,991,890,633.05",0.40%,"415,969","1,031","31,744",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,12,130,1,7.43,7.25,7.66
45,리멤버,2022-10-26,"3,969,817,717","30,964,578,192.60",0.40%,"412,778","1,189","51,985",한국,한국,(주)에이스메이커무비웍스,드라마,15,128,0,7.8,7.61,8.03
46,배드 가이즈,2022-05-04,"3,781,458,170","30,856,698,667.20",0.30%,"400,329",844,"22,867",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,100,1,8.16,7.87,8.43
47,뜨거운 피,2022-03-23,"3,782,750,970","25,874,016,634.80",0.30%,"398,090","1,279","53,956",한국,한국,"(주)스튜디오디에이치엘,(주)키다리스튜디오",범죄,15,120,1,6.84,6.78,6.92
48,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"3,417,319,076","29,559,810,007.40",0.30%,"356,783",686,"12,996",한국,한국,(주)씨제이이엔엠,애니메이션,0,103,0,8.65,8.56,8.84
49,버즈 라이트이어,2022-06-15,"3,511,804,460","25,987,353,004.00",0.30%,"344,774",844,"21,869",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니매이션,0,105,0,7.4,6.99,7.84
50,탄생,2022-11-30,"3,027,962,441","24,677,893,894.15",0.30%,"335,938",690,"20,129",한국,한국,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",드라마,12,151,1,8.15,7.78,8.54
51,수퍼 소닉2,2022-04-06,"2,849,033,410","22,023,028,259.30",0.30%,"315,288","1,129","27,105",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,애니메이션,0,122,0,7.73,7.75,7.71
52,DC 리그 오브 슈퍼-펫,2022-08-10,"2,322,641,159","17,233,997,399.78",0.20%,"248,798",585,"13,069",미국,미국,워너브러더스 코리아(주),애니메이션,0,105,0,7.42,7.29,7.58
53,나일 강의 죽음,2022-02-09,"2,242,081,480","15,941,199,322.80",0.20%,"232,883","1,041","34,168",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,범죄,12,126,0,7.11,6.98,8.25
54,아바타 리마스터링,2022-09-21,"3,895,090,540","36,652,801,981.40",0.30%,"230,712",285,"9,881",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,SF,12,166,0,9.41,9.4,9.42
55,극장판 헬로카봇: 수상한 마술단의 비밀,2022-09-28,"2,140,400,817","17,786,730,789.27",0.20%,"228,380",790,"12,678",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,애니메이션,0,79,0,8.31,8.11,8.59
56,문폴,2022-03-16,"1,962,767,300","11,011,124,553.00",0.20%,"195,344","1,174","32,497",미국,미국,(주)누리픽쳐스,액션,12,130,0,5.61,5.59,5.63
57,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,"1,740,432,400","14,671,845,132.00",0.20%,"193,344",380,"8,605",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,63,0,8.43,8.31,8.8
58,원피스 필름 레드,2022-11-30,"2,060,258,368","14,112,769,820.80",0.20%,"192,703",550,"14,265",일본,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,12,115,0,6.85,6.75,7.05
59,오펀: 천사의 탄생,2022-10-12,"1,808,701,476","12,244,908,992.52",0.20%,"177,871",707,"20,178",미국,미국,메가박스중앙(주),공포,15,98,0,6.77,6.67,6.88
60,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,"1,597,219,099","13,991,639,307.24",0.10%,"172,165",616,"9,318",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,76,0,8.76,8.88,8.66
61,앵커,2022-04-20,"1,651,791,610","11,645,130,850.50",0.10%,"171,255","1,032","26,638",한국,한국,(주)에이스메이커무비웍스,공포,15,111,0,7.05,6.75,7.41
62,공기살인,2022-04-22,"1,473,339,250","12,155,048,812.50",0.10%,"158,265",756,"20,626",한국,한국,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",드라마,12,108,1,8.25,8,8.47
63,극장판 엉덩이 탐정: 수플레 섬의 비밀,2022-05-05,"1,410,099,740","9,630,981,224.20",0.10%,"152,768",770,"8,741",일본,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,59,0,6.83,7.44,5.62
64,젠틀맨,2022-12-28,"1,421,084,655","9,407,580,416.10",0.10%,"152,558",751,"9,229",한국,한국,플러스엠 엔터테인먼트,범죄,15,123,0,6.62,6.48,6.8
65,불릿 트레인,2022-08-24,"1,554,615,073","10,789,028,606.62",0.10%,"143,620",904,"19,957",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,19,126,0,6.94,7.02,6.82
66,하우스 오브 구찌,2022-01-12,"1,415,538,730","10,885,492,833.70",0.10%,"143,619",734,"16,261",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15,158,0,7.69,7.78,7.61
67,웨스트 사이드 스토리,2022-01-12,"1,225,528,640","6,127,643,200.00",0.10%,"122,706",754,"15,317",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,공연,0,72,0,5,5.8,3
68,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,"1,071,861,980","8,714,237,897.40",0.10%,"121,648",618,"13,714",한국,한국,(주)씨제이이엔엠,애니메이션,0,90,0,8.13,8,8.29
69,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,"1,093,855,619","6,913,167,512.08",0.10%,"118,023",626,"4,937",기타,기타,메가박스중앙(주),애니메이션,0,76,0,6.32,6,6.79
70,앰뷸런스,2022-04-06,"1,156,403,110","8,557,383,014.00",0.10%,"117,512","1,033","23,386",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15,136,0,7.4,7.36,7.46
71,로스트 시티,2022-04-20,"1,023,084,850","6,547,743,040.00",0.10%,"113,186",835,"19,963",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,12,111,1,6.4,6.03,6.78
72,서울괴담,2022-04-27,"1,076,281,490","5,951,836,639.70",0.10%,"112,725",474,"9,027",한국,한국,플러스엠 엔터테인먼트,공포,15,123,0,5.53,5.67,5.37
73,스트레인지 월드,2022-11-23,"966,244,831","6,087,342,435.30",0.10%,"112,652",699,"8,461",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,102,0,6.3,5.63,7.19
74,블랙폰,2022-09-07,"1,085,449,042","7,619,852,274.84",0.10%,"107,715",495,"10,809",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15,103,0,7.02,6.95,7.12
75,스마일,2022-10-06,"1,124,306,658","8,780,834,998.98",0.10%,"105,651",455,"7,659",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,공포,19,127,0,7.81,7.79,7.85
76,엘비스,2022-07-13,"1,076,370,628","9,418,242,995.00",0.10%,"99,084",665,"9,741",미국,미국,워너브러더스 코리아(주),드라마,15,159,10,8.75,8.42,9.02
77,스텔라,2022-04-06,"871,870,300","6,321,059,675.00",0.10%,"97,312",690,"17,698",한국,한국,씨제이 씨지브이(CJ CGV)(주),코미디,15,98,0,7.25,6.68,8.07
78,폴: 600미터,2022-11-16,"824,947,338","6,566,580,810.48",0.10%,"83,270",463,"7,850",영국,"영국,미국",(주)스튜디오디에이치엘,공포,12,107,0,7.96,7.86,8.08
79,인민을 위해 복무하라,2022-02-23,"709,334,190","3,794,937,916.50",0.10%,"79,105",598,"12,221",한국,한국,(주)제이앤씨미디어그룹,로맨스,19,146,0,5.35,5.51,5.1
80,프레이 포 더 데블,2022-12-07,"707,624,477","4,875,532,646.53",0.10%,"70,202",517,"7,183",미국,미국,(주)올스타엔터테인먼트,공포,15,93,0,6.89,6.62,7.25
81,리미트,2022-08-31,"637,399,902","4,009,245,383.58",0.10%,"68,097",687,"13,037",한국,한국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",범죄,15,87,0,6.29,5.61,7.07
82,극장판 5등분의 신부,2022-09-22,"671,267,500","5,457,404,775.00",0.10%,"62,223",91,"2,614",일본,일본,(주)애니플러스,애니메이션,12,136,0,8.13,8.22,7.69
83,엔시티 드림 더 무비 : 인 어 드림,2022-11-30,"1,239,999,100","11,742,791,477.00",0.10%,"62,018",103,"2,445",한국,한국,씨제이포디플렉스 주식회사,공연,0,117,0,9.47,7.43,9.77
84,빅샤크4: 바다공룡 대모험,2022-07-06,"542,563,280","3,640,599,608.80",0.00%,"61,783",455,"3,300",중국,중국,와이드 릴리즈(주),애니메이션,0,85,0,6.71,7,6.55
85,더 킬러: 죽어도 되는 아이,2022-07-13,"601,780,660","5,036,904,124.20",0.10%,"60,175",314,"4,090",한국,한국,"(주)아이에이치큐,(주)영화사 륙,(주)씨네필운",액션,19,95,0,8.37,7.69,9.06
86,티켓 투 파라다이스,2022-10-12,"574,492,108","4,452,313,837.00",0.10%,"60,171",581,"9,663",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),로맨스,12,104,0,7.75,7.52,7.96
87,시맨틱 에러: 더 무비,2022-08-31,"656,057,000","5,792,983,310.00",0.10%,"59,314",57,"1,269",한국,한국,주식회사 왓챠,로맨스,12,177,1,8.83,7.14,9.1
88,본즈 앤 올,2022-11-30,"609,027,948","4,884,404,142.96",0.10%,"58,181",356,"6,077",미국,미국,워너브러더스 코리아(주),공포,19,131,2,8.02,7.94,8.08
89,인생은 뷰티풀: 비타돌체,2022-09-07,"1,667,323,500","16,223,057,655.00",0.10%,"52,969",107,"1,540",한국,한국,"씨제이 씨지브이(CJ CGV)(주),씨제이포디플렉스 주식회사",공연,0,100,0,9.73,9.25,9.83
90,아인보: 아마존의 전설,2022-10-26,"397,326,479","3,377,275,071.50",0.00%,"51,683",401,"3,240",페루,"페루,네덜란드,미국",(주)디스테이션,애니메이션,0,84,0,8.5,7.75,10
91,컴백홈,2022-10-05,"455,749,079","2,584,097,277.93",0.00%,"51,404",603,"8,970",한국,한국,(주)제이앤씨미디어그룹,코미디,15,119,0,5.67,5.38,6.06
92,355,2022-02-09,"418,026,590","2,545,781,933.10",0.00%,"49,098",540,"9,796",미국,미국,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",액션,15,122,0,6.09,5.41,6.66
93,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,2022-03-09,"471,587,590","4,192,413,675.10",0.00%,"48,436",459,"5,557",일본,일본,(주)스마일이엔티,애니메이션,12,104,0,8.89,8.6,9.25
94,세븐틴 파워 오브 러브 : 더 무비,2022-04-20,"967,402,500","9,528,914,625.00",0.10%,"48,383",151,"2,897",한국,한국,"씨제이포디플렉스 주식회사,CGV ICECON",공연,0,115,0,9.85,9.33,9.89
95,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,2022-08-03,"444,546,198","3,556,369,584.00",0.00%,"48,098",389,"3,718",일본,일본,(주)스마일이엔티,애니메이션,0,109,0,8,8.05,7.91
96,루이스 웨인: 사랑을 그린 고양이 화가,2022-04-06,"414,715,110","3,197,453,498.10",0.00%,"44,162",530,"9,926",미국,미국,(주)씨제이이엔엠,드라마,12,112,0,7.71,7.34,8.01
97,귀못,2022-10-19,"358,073,700","2,345,382,735.00",0.00%,"42,342",208,"4,441",한국,한국,와이드 릴리즈(주),공포,15,111,0,6.55,6.71,6.25
98,나이트메어 앨리,2022-02-23,"401,511,820","3,159,898,023.40",0.00%,"40,679",461,"6,400",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,범죄,15,150,0,7.87,8.06,7.64
99,민스미트 작전,2022-05-11,"346,200,480","2,509,953,480.00",0.00%,"36,984",459,"6,632",미국,미국,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",드라마,12,127,0,7.25,7.12,7.4
100,배니싱: 미제사건,2022-03-30,"306,869,110","1,598,788,063.10",0.00%,"36,253",561,"7,966",프랑스,프랑스,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",범죄,15,88,0,5.21,4.61,5.91
1,서울의 봄,2023-11-22,"115,350,491,410","1,093,522,658,566.80",19.60%,"11,854,779","2,463","292,299",한국,한국,플러스엠 엔터테인먼트,드라마,12,141,5,9.48,9.39,9.58
2,범죄도시3,2023-05-31,"104,687,737,771","801,908,071,325.86",17.80%,"10,682,813","2,582","311,915",한국,한국,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",범죄,15,105,2,7.66,7.3,8.09
3,엘리멘탈,2023-06-14,"71,120,500,040","633,683,655,356.40",6.30%,"7,238,453","1,664","247,169",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,109,0,8.91,8.58,9.17
4,밀수,2023-07-26,"49,685,009,003","394,498,971,483.82",8.40%,"5,143,219","1,932","167,669",한국,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,15,129,7,7.94,7.36,8.42
5,더 퍼스트 슬램덩크,2023-01-04,"50,057,140,100","463,028,545,925.00",4.40%,"4,786,406","1,060","231,062",일본,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,12,124,0,9.25,9.25,9.26
6,가디언즈 오브 갤럭시: Volume 3,2023-05-03,"44,357,156,661","414,739,414,780.35",3.90%,"4,209,118","1,819","153,711",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,150,2,9.35,9.25,9.48
7,미션 임파서블: 데드 레코닝 PART ONE,2023-07-12,"40,428,788,113","343,644,698,960.50",3.60%,"4,022,072","2,437","137,933",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,15,163,0,8.5,8.45,8.56
8,콘크리트 유토피아,2023-08-09,"37,412,802,232","306,036,722,257.76",6.40%,"3,849,242","1,731","150,918",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,15,130,5,8.18,8.18,8.18
9,노량: 죽음의 바다,2023-12-20,"34,032,608,940","280,428,697,665.60",5.80%,"3,438,133","2,196","81,643",한국,한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",액션,12,153,1,8.24,7.94,8.6
10,오펜하이머,2023-08-15,"34,375,467,901","293,222,741,195.53",3.00%,"3,232,774","1,636","131,798",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15,180,9,8.53,8.55,8.51
11,슈퍼 마리오 브라더스,2023-04-26,"23,558,835,482","196,716,276,274.70",2.10%,"2,395,519","1,576","94,685",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,92,0,8.35,8.23,8.48
12,30일,2023-10-03,"21,256,881,514","170,055,052,112.00",3.60%,"2,165,358","1,226","130,509",한국,한국,(주)마인드마크,코미디,12,119,0,8,7.99,8.02
13,존 윅 4,2023-04-12,"19,956,652,129","165,839,779,191.99",1.80%,"1,924,768","1,535","89,561",미국,미국,(주)레드아이스 엔터테인먼트,액션,19,169,0,8.31,8.36,8.24
14,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"18,635,492,555","131,007,512,661.65",3.20%,"1,916,429","1,511","98,823",한국,한국,(주)씨제이이엔엠,판타지,12,98,0,7.03,6.46,7.49
15,분노의 질주: 라이드 오어 다이,2023-05-17,"18,474,198,210","143,914,004,055.90",1.60%,"1,773,424","1,731","93,148",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15,141,0,7.79,7.56,8.08
16,교섭,2023-01-18,"17,460,908,740","107,908,416,013.20",3.00%,"1,721,100","1,289","92,618",한국,한국,플러스엠 엔터테인먼트,드라마,12,108,0,6.18,5.95,6.44
17,앤트맨과 와스프: 퀀텀매니아,2023-02-15,"16,346,738,806","111,321,291,268.86",1.40%,"1,551,129","2,090","104,768",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,124,0,6.81,6.59,7.11
18,잠,2023-09-06,"13,894,258,933","108,792,047,445.39",2.40%,"1,470,359","1,231","103,697",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,공포,15,94,6,7.83,7.9,7.77
19,달짝지근해: 7510,2023-08-15,"13,445,519,901","103,127,137,640.67",2.30%,"1,388,309","1,032","86,601",한국,한국,(주)마인드마크,코미디,12,119,1,7.67,7.62,7.71
20,드림,2023-04-26,"10,821,044,597","73,474,892,813.63",1.80%,"1,128,375","1,285","61,736",한국,한국,플러스엠 엔터테인먼트,코미디,12,125,0,6.79,6.37,7.17
21,비공식작전,2023-08-02,"10,192,841,216","79,911,875,133.44",1.70%,"1,058,745","1,151","45,082",한국,한국,(주)쇼박스,드라마,12,132,0,7.84,7.62,8.07
22,1947 보스톤,2023-09-27,"9,464,132,798","74,104,159,808.34",1.60%,"1,026,878","1,282","63,548",한국,한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트",드라마,12,108,0,7.83,7.36,8.29
23,스파이더맨: 어크로스 더 유니버스,2023-06-21,"9,492,413,667","83,723,088,542.94",0.80%,"920,169","1,103","47,139",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애니메이션,0,140,9,8.82,8.81,8.83
24,인디아나 존스: 운명의 다이얼,2023-06-28,"8,504,251,466","63,016,503,363.06",0.80%,"860,470","1,268","46,174",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,154,0,7.41,7.06,7.85
25,장화신은 고양이: 끝내주는 모험,2023-01-04,"7,872,245,363","66,048,138,595.57",0.70%,"831,209",924,"43,468",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,102,2,8.39,8.28,8.51
26,명탐정코난: 흑철의 어영,2023-07-20,"7,705,318,105","65,957,522,978.80",0.70%,"801,511","1,030","34,473",일본,일본,(주)씨제이이엔엠,애니메이션,12,110,0,8.56,8.31,8.78
27,트랜스포머: 비스트의 서막,2023-06-06,"7,786,907,316","55,676,387,309.40",0.70%,"769,993","1,123","45,195",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,12,127,0,7.15,6.87,7.55
28,대외비,2023-03-01,"7,469,378,721","45,861,985,346.94",1.30%,"756,355","1,157","53,616",한국,한국,플러스엠 엔터테인먼트,범죄,15,116,0,6.14,6.13,6.15
29,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,"7,262,598,609","60,206,942,468.61",0.60%,"732,188",844,"28,899",일본,일본,(주)씨제이이엔엠,애니메이션,0,100,0,8.29,8.16,8.41
30,아쿠아맨과 로스트 킹덤,2023-12-20,"7,459,599,772","55,648,614,299.12",0.70%,"722,986",965,"25,387",미국,미국,워너브러더스 코리아(주),액션,12,124,0,7.46,7.29,7.71
31,프레디의 피자가게,2023-11-15,"6,959,703,516","46,908,401,697.84",0.60%,"712,241","1,041","35,024",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,12,109,0,6.74,6.78,6.69
32,리바운드,2023-04-05,"6,702,452,348","55,764,403,535.36",0.60%,"699,243","1,154","56,697",한국,한국,(주)바른손이앤에이,드라마,12,122,0,8.32,7.72,8.69
33,더 마블스,2023-11-08,"6,841,156,465","44,330,693,893.20",0.60%,"690,814","1,532","66,818",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,105,0,6.48,5.39,7.56
34,귀공자,2023-06-21,"6,704,211,465","52,292,849,427.00",0.60%,"682,856",966,"44,887",한국,한국,(주)넥스트엔터테인먼트월드(NEW),액션,19,118,3,7.8,6.98,8.46
35,유령,2023-01-18,"6,760,765,879","46,378,853,929.94",0.60%,"664,146","1,099","46,961",한국,한국,(주)씨제이이엔엠,액션,15,133,2,6.86,5.88,7.77
36,인어공주,2023-05-24,"6,668,613,190","42,012,263,097.00",0.60%,"647,706","1,364","37,592",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,공연,0,135,0,6.3,5,7.15
37,플래시,2023-06-14,"6,735,756,989","54,155,486,191.56",0.60%,"635,269","1,258","43,343",미국,미국,워너브러더스 코리아(주),액션,12,144,0,8.04,8.2,7.77
38,바비,2023-07-19,"5,752,206,126","47,685,788,784.54",0.50%,"585,502",780,"27,520",미국,미국,워너브러더스 코리아(주),드라마,12,114,13,8.29,6.21,9.07
39,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,"5,506,327,689","43,610,115,296.88",0.50%,"568,269",883,"15,379",일본,일본,(주)씨제이이엔엠,애니메이션,0,94,0,7.92,7.9,7.93
40,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,"6,586,552,900","44,525,097,604.00",0.60%,"535,969",410,"20,955",일본,일본,(주)디스테이션,애니메이션,15,110,0,6.76,6.87,6.53
41,더 문,2023-08-02,"5,207,712,778","38,380,843,173.86",0.50%,"516,556","1,187","30,181",한국,한국,(주)씨제이이엔엠,SF,12,129,3,7.37,5.88,8.26
